GameID,TurnCount,Epsilon,AverageLoss,end_points,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
1578,163,0.8114475000155116,0.011764411353284404,2,0,2,3,False,False,0,"{'WOOD': 0.1388888888888889, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0}",0.2777777777777778,37,2,11,11,7,13,8,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
1579,683,0.8111840000155333,0.011407400630290781,9,3,2,15,False,False,1,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.36111111111111105, 'ORE': 0.5555555555555556}",1.1666666666666665,339,71,30,33,22,65,52,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",5,6
1580,287,0.8110685000155428,0.01137796059367751,7,0,4,15,False,True,1,"{'WOOD': 0.16666666666666666, 'BRICK': 0.1388888888888889, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.3055555555555556, 'ORE': 0}",0.7222222222222223,182,57,11,16,10,41,30,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",7,9
1581,192,0.810992000015549,0.011071295699628156,5,0,2,6,False,True,1,"{'WOOD': 0, 'BRICK': 0.16666666666666666, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.08333333333333333, 'ORE': 0.08333333333333333}",0.41666666666666663,97,31,11,17,14,34,30,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 6, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",7,9
1582,272,0.8108940000155571,0.011687436972611718,6,0,2,7,False,True,2,"{'WOOD': 0, 'BRICK': 0.1388888888888889, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.027777777777777776, 'ORE': 0}",0.2777777777777778,86,31,15,18,12,15,0,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",5,7
1583,139,0.8108475000155609,0.012444749229177031,3,0,2,6,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.25,34,10,4,4,3,5,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,2
1584,221,0.8107700000155673,0.012025458521900638,3,0,2,6,False,False,1,"{'WOOD': 0.08333333333333333, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0}",0.19444444444444442,80,14,11,12,4,25,16,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
1585,137,0.8107240000155711,0.012161970270149734,2,0,2,4,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.2222222222222222, 'ORE': 0}",0.2777777777777778,42,7,4,5,2,11,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1586,340,0.8106065000155808,0.01154948460492999,4,0,2,10,False,False,2,"{'WOOD': 0, 'BRICK': 0.1111111111111111, 'SHEEP': 0.19444444444444442, 'WHEAT': 0, 'ORE': 0.1388888888888889}",0.4444444444444444,162,27,14,15,10,72,56,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,5
1587,417,0.8104640000155925,0.011381272401399257,5,2,1,9,False,False,0,"{'WOOD': 0.4444444444444444, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.05555555555555555, 'ORE': 0.25}",0.75,171,37,22,24,15,47,30,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
1588,412,0.8103335000156032,0.011647942412637488,3,0,2,8,False,False,1,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.16666666666666666,115,24,13,16,14,46,36,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
1589,235,0.8102580000156094,0.01168897385949528,2,0,2,7,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.19444444444444442,65,13,10,11,7,14,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1590,350,0.8101235000156205,0.012010483381071831,10,2,0,12,True,True,2,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0.3888888888888889, 'ORE': 0.2777777777777778}",0.7222222222222222,219,57,13,19,9,48,38,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 6, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",7,9
1591,263,0.8100190000156291,0.01195880242191148,6,1,2,15,True,False,0,"{'WOOD': 0.3888888888888889, 'BRICK': 0.19444444444444442, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0.1388888888888889}",0.8333333333333333,149,47,8,11,5,22,12,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,4
1592,196,0.8099450000156352,0.012083681300282478,4,1,1,5,False,False,1,"{'WOOD': 0.08333333333333333, 'BRICK': 0, 'SHEEP': 0.027777777777777776, 'WHEAT': 0.2777777777777778, 'ORE': 0}",0.3888888888888889,86,32,9,13,10,14,9,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",6,7
1593,176,0.8098890000156398,0.011588551457472411,2,0,2,7,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0, 'ORE': 0}",0.19444444444444442,28,13,8,9,6,5,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1594,261,0.809801000015647,0.011940800582206893,3,0,3,15,False,False,0,"{'WOOD': 0.19444444444444442, 'BRICK': 0.2222222222222222, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.41666666666666663,62,33,16,17,13,5,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1595,424,0.8096530000156592,0.011248833468385242,6,0,4,15,True,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0.1111111111111111, 'SHEEP': 0.4166666666666667, 'WHEAT': 0, 'ORE': 0}",0.6388888888888888,176,40,22,24,12,49,34,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
1596,282,0.809534000015669,0.011852176002023289,10,0,5,15,False,True,3,"{'WOOD': 0.3333333333333333, 'BRICK': 0.2777777777777778, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.25, 'ORE': 0}",0.9722222222222223,225,65,9,15,12,61,46,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 6, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",6,9
1597,226,0.8094405000156767,0.011629710115870849,10,1,4,15,True,True,0,"{'WOOD': 0.3333333333333333, 'BRICK': 0.16666666666666669, 'SHEEP': 0.3333333333333333, 'WHEAT': 0.19444444444444445, 'ORE': 0.05555555555555555}",1.0833333333333333,160,58,13,16,5,58,48,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,5
1598,149,0.809388000015681,0.010587811827038725,3,0,3,11,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0.05555555555555555, 'SHEEP': 0.2777777777777778, 'WHEAT': 0, 'ORE': 0}",0.4444444444444444,51,22,7,7,3,2,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
1599,308,0.8092770000156901,0.011018691168099575,6,0,4,15,True,False,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.1388888888888889, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0.16666666666666666}",0.6388888888888888,164,37,15,16,8,56,40,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1600,436,0.8091130000157036,0.011583228592005581,4,1,1,11,False,False,1,"{'WOOD': 0, 'BRICK': 0.027777777777777776, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.2222222222222222, 'ORE': 0.16666666666666666}",0.5277777777777778,222,43,12,16,12,75,60,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",7,8
1601,501,0.8089515000157169,0.011112720859828102,5,0,4,15,False,False,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0.05555555555555555, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.1388888888888889, 'ORE': 0.08333333333333333}",0.5833333333333334,109,43,25,26,14,11,4,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,3
1602,247,0.8088665000157239,0.01057667107841767,5,0,5,12,False,False,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.16666666666666666, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.3055555555555555, 'ORE': 0.05555555555555555}",1.0277777777777777,104,41,8,9,6,22,13,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,3
1603,457,0.808695000015738,0.01150436120300551,8,0,5,15,True,False,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0.2777777777777778, 'SHEEP': 0.19444444444444442, 'WHEAT': 0, 'ORE': 0}",0.75,176,49,24,26,25,35,21,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,5
1604,258,0.808597500015746,0.01133230225994992,10,2,1,9,True,True,1,"{'WOOD': 0.5555555555555556, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0.1388888888888889, 'ORE': 0.5277777777777778}",1.2777777777777777,181,40,7,10,2,49,32,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
1605,384,0.8084710000157564,0.011781409440797721,3,0,2,14,False,False,1,"{'WOOD': 0, 'BRICK': 0.19444444444444445, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.19444444444444445,109,32,17,18,15,12,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,4
1606,244,0.8083900000157631,0.010870259522494895,2,0,2,7,False,False,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0.16666666666666666, 'WHEAT': 0, 'ORE': 0}",0.38888888888888884,94,13,5,6,4,12,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1607,271,0.808294000015771,0.010630458245335225,3,0,2,11,False,False,1,"{'WOOD': 0.16666666666666666, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0.16666666666666666}",0.4722222222222222,132,30,9,11,5,40,34,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
1608,317,0.80818450001578,0.011952297002944636,4,0,2,7,False,False,2,"{'WOOD': 0.19444444444444442, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.05555555555555555, 'ORE': 0}",0.33333333333333326,108,28,15,17,11,15,8,"{'KNIGHT': 1, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,6
1609,420,0.8080580000157904,0.011689045645937087,3,0,2,4,False,False,1,"{'WOOD': 0.027777777777777776, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.08333333333333333, 'ORE': 0}",0.25,95,10,14,15,11,28,12,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
1610,355,0.8079525000157991,0.012405601306928771,2,0,2,6,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0}",0.1111111111111111,49,11,10,11,7,7,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1611,243,0.8078740000158056,0.011588978189619103,3,0,2,6,False,False,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.19444444444444442,67,14,12,13,8,19,12,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
1612,211,0.8078010000158116,0.011145293002960922,4,0,2,5,False,False,2,"{'WOOD': 0, 'BRICK': 0.2777777777777778, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.2777777777777778,75,15,7,7,3,15,9,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",1,3
1613,270,0.8077005000158198,0.011270912317790795,10,2,2,10,True,False,2,"{'WOOD': 0.25, 'BRICK': 0.027777777777777776, 'SHEEP': 0.19444444444444442, 'WHEAT': 0.75, 'ORE': 0.1111111111111111}",1.3333333333333335,175,46,10,12,9,51,38,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,4
1614,355,0.8075610000158313,0.012106744571685738,8,1,3,15,True,False,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0.16666666666666666, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.25, 'ORE': 0.05555555555555555}",0.6111111111111112,190,63,10,14,8,40,25,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",7,8
1615,246,0.8074655000158392,0.011143070455465018,10,1,2,15,True,True,2,"{'WOOD': 0.1111111111111111, 'BRICK': 0.16666666666666666, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.2777777777777778, 'ORE': 0.19444444444444445}",0.8888888888888888,97,56,17,21,10,8,0,"{'KNIGHT': 1, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,7
1616,291,0.8073730000158468,0.011407075711601489,2,0,2,10,False,False,0,"{'WOOD': 0.027777777777777776, 'BRICK': 0.05555555555555555, 'SHEEP': 0.08333333333333333, 'WHEAT': 0, 'ORE': 0}",0.16666666666666666,50,19,16,17,7,10,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1617,229,0.807297500015853,0.011896712091806906,3,0,2,4,False,False,1,"{'WOOD': 0, 'BRICK': 0.2222222222222222, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.3888888888888889,98,16,7,8,2,42,30,"{'KNIGHT': 1, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,4
1618,204,0.8072295000158586,0.011953383899869068,2,0,2,3,False,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.05555555555555555,45,8,14,15,10,11,8,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,2
1619,331,0.8071170000158678,0.010585736094249619,3,0,3,15,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0.25, 'ORE': 0}",0.3333333333333333,143,33,9,10,6,45,28,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
1620,176,0.807042000015874,0.011499484037049115,4,0,2,6,False,False,2,"{'WOOD': 0.19444444444444445, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.3055555555555556,77,26,8,11,8,5,4,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,6
1621,353,0.8069045000158853,0.011824502255767583,7,0,5,14,False,False,2,"{'WOOD': 0.1111111111111111, 'BRICK': 0.3333333333333333, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.33333333333333337, 'ORE': 0.1111111111111111}",1.0277777777777777,195,51,19,22,16,53,37,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
1622,217,0.8068390000158907,0.010995096909166634,2,0,2,5,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.1111111111111111,34,9,6,6,2,1,0,"{'KNIGHT': 1, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
1623,676,0.8066245000159084,0.011516860532107608,3,0,2,12,False,False,1,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.08333333333333333}",0.16666666666666666,141,34,22,24,19,25,16,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",5,6
1624,665,0.8063345000159322,0.011426374803554138,9,2,2,15,True,False,1,"{'WOOD': 0, 'BRICK': 0.3333333333333333, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.05555555555555555, 'ORE': 0.2777777777777778}",0.9444444444444445,351,67,43,48,25,78,65,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",8,9
1625,528,0.8061650000159462,0.01106433925674926,6,0,3,6,False,True,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0.16666666666666666}",0.4444444444444444,139,33,24,29,20,43,24,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",6,7
1626,316,0.8060645000159544,0.011901536723598838,5,2,0,5,False,False,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.1111111111111111, 'ORE': 0.2222222222222222}",0.3333333333333333,71,25,11,13,7,7,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
1627,426,0.8059005000159679,0.011902424810658686,10,2,1,9,False,True,3,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.3611111111111111, 'WHEAT': 0.05555555555555555, 'ORE': 0.3333333333333333}",0.75,288,63,11,18,11,86,75,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 7, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 2}",10,13
1628,391,0.805742000015981,0.011657259850072372,8,2,1,15,False,False,3,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.3611111111111111, 'WHEAT': 0.19444444444444442, 'ORE': 0.5555555555555556}",1.1666666666666665,330,66,13,17,15,79,63,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 4, 'MONOPOLY': 2, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",7,10
